city,name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,stars,state,address,is_open,latitude,longitude,wifi,drivethru,restaurantsdelivery,businessacceptscreditcards,restaurantsgoodforgroups,business_id,postal_code,review_count
Lebanon,Coach's Eastgate Grille,0:0-0:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-17:0,11:0-0:0,11:0-23:0,3,TN,6750 Eastgate Blvd,1,36.187232,-86.411782,u'free',NA,False,True,True,dB99PAAVC4iItDe0cmSyiA,37090,26
Fishers,QDOBA Mexican Eats,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,6:30-20:0,10:30-22:0,10:30-22:0,3,IN,8971 E 116th St,1,39.956057434,-86.0108591616,u'free',False,True,True,True,RXSZmxUC6FMSqVEPfEtf7Q,46038,43
Philadelphia,Goodburger,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0,3,PA,1725 Chestnut St,0,39.9518259,-75.169687,NA,NA,True,True,False,b4yoyv8ZwxIILxRz0GRMzA,19103,32
Philadelphia,Burger King,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,2,PA,1624 Cottman Ave,1,40.0543678735,-75.0721313202,'free',NA,True,True,True,9-W8_gKJ-tRPr52TFKFNWg,19111,18
Madison,Jersey Mike's Subs,0:0-0:0,10:0-18:0,11:0-19:0,11:0-18:0,11:0-18:0,11:0-19:0,11:0-19:0,2,TN,"1706 Gallatin Pike N, Ste 8A",1,36.294766,-86.70229,'no',NA,True,True,True,WtyG40CPjI1Uza7upMjoCA,37115,17
Saint Louis,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,2,MO,212 S Grand Blvd,1,38.6326199049,-90.233855819,'no',NA,True,True,True,ZnY77IphK8pTi_jPvSAA9A,63103,92
Madison,McDonald's,NA,NA,NA,NA,NA,NA,NA,2,TN,1202 Coreland Dr,0,36.247395,-86.719499,u'free',NA,NA,True,NA,gB1PKRyyBj0ZnKrb8byMCA,37115,6
Indianapolis,Fazoli's,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,2.5,IN,7511 E Washington Street,1,39.7722767,-86.035335,u'free',True,True,True,True,QPTkTGLbrIcAfjQzbIg7Xg,46219,32
Meridian,Taco Bell,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,2,ID,1523 S Eagle Rd,1,43.5913089,-116.3551372,u'no',True,True,True,True,XPFXtX3jkFCHPW-xQFyG2w,83642,35
Tucson,Little Caesars Pizza,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0,1,AZ,1201 W St Marys Rd,1,32.2291982965,-110.9898773434,NA,NA,True,True,True,KTn9Tth2L3rxkU6voGH5rg,85745,10
Saint Louis,Popeyes Louisiana Kitchen,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,1.5,MO,2877 Target Dr,1,38.773356,-90.268503,NA,NA,True,False,True,W52Doamn1iD__5dWdohujA,63136,15
Philadelphia,Nifty Fifty's,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0,3.5,PA,2700 S 10th St,1,39.9157811,-75.1647757,u'free',NA,True,True,NA,A55glg6ynzqjNAbRyTI3ig,19148,27
Greenwood,Firehouse Subs,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,3,IN,884 US 31 N,0,39.629675,-86.123598,'no',NA,True,True,True,g71lOJuBiUBLJjIC0HOmEA,46142,22
Springfield,Smashburger,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,2.5,PA,400 S State Rd,1,39.9390599533,-75.3561014411,'free',False,True,True,True,R77bBQfbFBjtqfVKMx_VTw,19064,80
Tucson,el Pollo Lucky,NA,NA,NA,NA,NA,NA,NA,3,AZ,1491 W St Marys St,0,32.2287152,-110.9966051,NA,NA,False,True,NA,mJCQvxebEu85MmjNyQGIJg,85745,9
Reno,Subway,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-22:0,7:0-22:0,9:0-21:0,1.5,NV,"50 N Sierra St, Ste 1A",0,39.5253654,-119.8135566,'no',NA,False,True,False,rOzkjo7VeRtY-S-Ttjhcpg,89501,18
Goleta,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,2,CA,146 S Fairview Ave,1,34.4368597759,-119.830185537,u'free',True,True,True,True,8qGe4GQYyZstFhYa0rvpIg,93117,58
Hendersonville,Taco Bell,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,2,TN,210 Indian Lake Blvd.,1,36.318979,-86.601725,NA,True,True,NA,NA,ondYW-Ui0OYz4vhxAfYuWQ,37075,25
Nashville,Subway,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-18:0,10:0-20:0,11:0-18:0,2.5,TN,2817 W End Ave,1,36.1438139273,-86.812355041,NA,False,True,True,True,B0Eb6aEgVIOdo7Jt-d0omA,37203,7
Nashville,Subway,0:0-0:0,7:0-22:0,7:0-22:0,7:0-13:0,7:0-22:0,8:0-21:0,9:0-21:0,1.5,TN,2420 Gallatin Rd,1,36.194729,-86.7428941,'no',NA,True,True,True,Yoxril34Timi9_e2nAvdHg,37206,9
Franklin,Waffle House,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3,TN,1316 Murfreesboro Rd,1,35.914147,-86.826381,'no',NA,False,True,False,qHjcMJitjnD9fnw68buHLQ,37064,39
Kirkwood,Hardees Restaurants,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-0:0,6:0-0:0,6:0-22:0,2,MO,11111 Manchester Rd,0,38.599283,-90.41398,NA,NA,False,True,True,8cjF9q7XeZRpQ0gIRxJ2cg,63122,9
La Vergne,Krystal,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-5:59,6:0-5:59,6:0-22:0,1.5,TN,522 Waldron Rd,0,35.9977989,-86.597357,NA,True,False,True,True,Z73qM_R8sLbkuF1FtwgWEA,37086,9
Clearwater,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,FL,2871 Gulf To Bay Blvd,1,27.960214,-82.718385,u'free',True,True,True,False,iryPcdtXO3HQfUzXBqzckw,33759,30
Glen Carbon,Jack in the Box,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2.5,IL,31 Junction Dr,1,38.7764546145,-89.9552205205,NA,True,True,True,True,Qo3q65AoWU0bZLrrcj1Hdg,62034,11
Glassboro,Crown Fried Chicken,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-4:0,10:0-4:0,10:0-2:0,3,NJ,110 Delsea Dr,1,39.7059668,-75.1079859,u'free',NA,True,True,True,-T2221hiXtMFXkNXPAcVCA,08028,11
Fenton,Jack in the Box,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,3,MO,986 S Highway Dr,1,38.5420891369,-90.463861227,NA,True,True,True,False,JTSQSlrTzQ7joHuN84hhAA,63026,5
Nashville,Jersey Mike's Subs,0:0-0:0,10:0-18:0,10:0-21:0,10:0-18:0,10:0-18:0,10:0-21:0,10:0-21:0,2.5,TN,2288 Lebanon Rd,1,36.169884,-86.685102,u'no',NA,True,True,True,t2B_HVgPg--eUVprWQX_Eg,37214,26
Brandon,Culver's,0:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,3,FL,548 E Brandon Blvd,1,27.9381,-82.2779,u'free',NA,True,NA,NA,eLsQysVOi78ftN3xXWisVw,33511,21
Wyncote,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,1.5,PA,"2401 W Cheltenham Ave, Ste 220",1,40.0747405,-75.1565623,NA,NA,True,True,NA,FFaR1oEJbzjn7CohqIt6TQ,19095,48
Tucson,QuikTrip,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,4,AZ,5565 W Cortaro Farms rd,1,32.3586639,-111.0837878,NA,NA,False,True,NA,ngCSdj_2csgsfgpLipCaMg,85742,20
Edmonton,Tandori,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-18:30,11:0-17:0,3,AB,10823 Kingsway NW,0,53.5605987,-113.5081253,NA,NA,False,NA,False,ispHj9Z40zIDqBWYw-OYYA,T5G 3A6,7
Shiloh,QDOBA Mexican Eats,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,2.5,IL,"3210 Green Mount Crossing Dr, Unit 10",1,38.57327993,-89.9275488406,'no',False,True,True,True,kP89lDkQ__nFvRTV3TyYZw,62269,73
Pemberton,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-20:0,9:0-21:0,6:0-0:0,1.5,NJ,208 Hanover St,1,39.9678378,-74.6843987703,NA,NA,False,True,True,jYbu6juABu0ZNiVqADL-TQ,08068,9
Philadelphia,Greek Lady,9:30-23:0,9:30-23:0,9:30-23:0,9:30-23:0,9:30-23:0,9:30-23:0,9:30-23:0,3.5,PA,224 S 40th St,1,39.9534811107,-75.2029253184,u'no',NA,True,True,True,ADe114o7Z4vb1O6HkM6YEA,19104,461
Pleasant View,Hardee's,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-21:0,2,TN,6503 Hwy 41-A,1,36.3989828817,-87.0308409519,NA,True,True,True,NA,KC82FnHaqLPim_JzH3lOaw,37146,9
Philadelphia,Burger King,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,7:0-22:0,1.5,PA,1600 N Broad St,1,39.978063,-75.158512,NA,NA,True,True,False,ia_9O97e9qRJrFH_owYjPg,19121,10
Edmonton,Maximo's Pizza & Donair,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-3:30,11:0-3:30,11:0-23:0,3.5,AB,11729 Jasper Avenue,0,53.5407767798,-113.523819694,u'free',False,True,NA,True,i1xzfL_XqcHyJmyx4XKTxQ,T5K 0N4,18
Tampa,Burger King,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,0:0-0:0,0:0-0:0,5:0-0:0,1.5,FL,2302 N 21st St,1,27.9640430664,-82.4358376,'free',NA,True,True,True,AVvo_pNtqhz60Xu15_BT5w,33605,16
Philadelphia,Hunger Burger,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,NA,3.5,PA,Reading Terminal Market,1,39.9532586925,-75.1589310688,u'free',False,True,True,True,_RK29S6rmOUG8yahuHYpiQ,19107,125
Franklin,Freshii,NA,NA,NA,NA,NA,NA,NA,2,TN,"3021 Mallory Ln, Ste 115",0,35.945771,-86.8203325,NA,NA,False,True,NA,dAVJ1FJjgJA8KA8pIYr78w,37067,7
Eagle,Wendy's,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:0,10:30-23:0,11:0-22:0,2,ID,65 Eagle River Drive,1,43.688943,-116.3533263,NA,NA,True,True,True,Prr36YIqVmfX-zViWcrceQ,83616,25
Tucson,McDonald's,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,5:0-4:0,0:0-0:0,4:0-1:0,1.5,AZ,1059 E Tucson Marketplace Blvd,1,32.1875556963,-110.9558583089,u'free',True,True,True,True,nEP-AgKGA_-sEpotsTIhjg,85713,24
Saint Louis,Taco Bell,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,1,MO,3204 Telegraph Rd,1,38.4976045477,-90.2998089418,'no',True,True,True,True,Ygfgw3orLaMxEuZCHB-ADg,63125,11
Indianapolis,Skyline Chili,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-21:0,4,IN,9715 East Washington St,1,39.772904,-85.995134,u'no',True,False,True,True,rlpKSu0PxdYeWMtTrdcn1Q,46229,30
Tucson,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-4:0,5:0-4:0,5:0-0:0,2.5,AZ,9490 E Golf Links,1,32.1912006,-110.7902994,u'free',True,True,True,True,WO_ntmoHq0zovM8v0niBAA,85730,22
Fairview Hts.,Wendy's,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,2,IL,6204 N. Illinois St.,1,38.5900900459,-89.9844177842,u'no',NA,True,True,False,yi59A0fDSc3WKzGBhh9JOQ,62208,20
Indianapolis,Taco Bell,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,2,IN,5721 W. 86th Street,1,39.91131,-86.26207,NA,True,True,True,True,050qnpy_nvxRLBR11HtEHA,46278,26
St Louis,Subway,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,2.5,MO,4251 Bayless Ave,1,38.5484138579,-90.2915823838,'no',NA,True,True,False,-bUlpYP74Ei8VkSGpsltNQ,63123,7
Harvey,KFC,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-22:0,2,LA,1609 Westbank Expy,1,29.9042645124,-90.0670263411,'free',True,True,True,True,7Gr95uIPXh8VBjZFBPa3vg,70058,8
Indianapolis,Culver's,0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,3.5,IN,8232 Country Village Dr,1,39.7636184692,-86.3063583374,'no',True,False,True,True,Sz3AnfYLD5agtUJfTQ_AvQ,46214,18
Tampa,Wendy's,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-1:0,9:0-1:0,9:0-0:0,2.5,FL,12981 Race Track Rd,1,28.0684969,-82.6329373,NA,NA,True,True,True,KDXeMyhaGvlRLOrn5nqScg,33626,19
Tampa,Popeyes Louisiana Kitchen,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,1.5,FL,5156 S Dale Mabry Hwy,1,27.8895123402,-82.5059289031,NA,NA,True,True,False,Y4Tdzmd0UC3JBqwZjMEJNw,33611,43
Tampa,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,FL,2205 E Fletcher Ave,1,28.068766,-82.4334912,u'free',True,True,True,True,crW3WgVBvfE14EzHD8jClA,33612,24
Indianapolis,Fazoli's,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,3,IN,3924 Lafayette Road,1,39.8260491,-86.2376557,u'no',True,True,True,True,MKn67hX03nbqEr1TuYT_oQ,46254,17
Lawrence Township,McDonald's,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-0:0,6:0-23:0,2.5,NJ,301 Brunswick Cir,1,40.2461708448,-74.7443964332,u'free',True,True,True,True,M99ZH5s10gditCQZCJfCMQ,08648,5
Edwardsville,Doc's Smokehouse,NA,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-17:0,4.5,IL,"6108 Shoger Dr, Ste D",1,38.7918317623,-89.9780601534,u'free',False,False,True,True,tMsQnjwF4T8_a_JbfbaCFw,62025,226
St Charles,Pieology Pizzeria,0:0-0:0,10:30-18:0,10:30-21:30,10:30-21:30,10:30-22:30,10:30-22:30,10:30-21:0,4,MO,1405 Beale St,0,38.76724,-90.493375,u'no',NA,None,True,True,4z3fw6Jb5DtQBuom1NA_6w,63303,129
Westwego,KFC,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0,2,LA,1001 Westbank Expy,1,29.8985431617,-90.142241719,'no',True,True,True,True,tXYtSIIduNajFQC2Z1FcQA,70094,7
Nashville,Krystal's,NA,NA,NA,NA,NA,NA,NA,3.5,TN,3715 Hillsboro Pike,0,36.10939,-86.8121336,NA,NA,False,True,True,RB5lcQlhSMbGVmWHklfq-A,37215,14
Palm Harbor,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,2.5,FL,33121 US Hwy 19N,1,28.0731746691,-82.7383214738,'free',False,True,True,True,J8NFYLevEA7xgC_zBvivNw,34684,61
Levittown,Popeyes Louisiana Kitchen,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0,2,PA,169 Levittown Pkwy,1,40.141747,-74.819361,NA,NA,True,True,False,IlcJntqYt3N3S9bTdGcViw,19055,19
Gallatin,KFC,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,3,TN,675 Nashville Pike,1,36.3810832203,-86.4620924816,NA,True,True,True,True,4GEYFqAia0tCjkm2qwRVjg,37066,13
St. Louis,McDonald's,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,5:0-0:0,5:0-0:0,1.5,MO,5904 S Lindbergh Blvd,1,38.5220025915,-90.3463885188,'free',True,True,True,True,fSfrk_Y9xmcCvMJVdYkJTA,63123,31
Palm Harbor,Checkers,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-2:0,3,FL,33225 US Hwy 19 N,0,28.0741738689,-82.7383559612,u'no',True,True,True,False,R6pjyMsZNiN5HKrpKO8gag,34684,18
White House,KFC,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,2,TN,803 Hwy76,1,36.46876716,-86.6772090963,NA,True,True,True,NA,gmpCxO99gKQ9z3E_XY_YbQ,37188,9
Smyrna,Popeyes Louisiana Kitchen,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,1.5,TN,550 Enon Springs Rd E,1,35.973297,-86.495499,NA,NA,True,True,False,Lg6oX8htp3vpW3ZETYxm-g,37167,38
Indianapolis,Super Sharks Fish & Chicken ,10:0-0:0,10:0-10:15,10:0-18:0,10:0-0:0,10:0-2:0,10:0-2:0,11:0-23:0,3.5,IN,6925 E 38th St,1,39.8253409,-86.0470053,u'free',True,True,True,True,sraa02JVp9u_yc_05kMlew,46226,22
St. Louis,Burger King,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,7:0-20:0,10:30-21:0,6:0-20:0,1.5,MO,5447 S Lindbergh Blvd,1,38.5242202247,-90.3596956283,'free',NA,True,True,True,5sTEdQOpJBSWT_tXqneS2A,63123,27
New Orleans,Rally's,10:0-4:0,10:0-4:0,10:0-5:0,10:0-4:0,10:0-5:0,10:0-5:0,10:0-4:0,2,LA,3222 South Carrollton Ave,1,29.9622704,-90.1141545,'no',NA,True,True,True,DeWn3Uv2DucZZvATXmfKNg,70118,24
Nashville,Subway Restaurants,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-20:0,10:0-20:0,1.5,TN,1703 Portland Ave,0,36.1326883,-86.7963546,NA,NA,False,True,True,KlhTXr1S73X7xr-qQP8-Ww,37212,16
Philadelphia,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1.5,PA,7700 Island Ave,1,39.9031583953,-75.2392083406,'free',NA,True,True,True,cy1qlowyE-zHmzfVyBFOJg,19153,14
New Orleans,Wendy's,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,2.5,LA,4200 S. Claiborne,1,29.9400223,-90.1013483,NA,NA,True,True,True,7dP8atw5hAN7DPDi7GES2g,70125,17
New Orleans,Burger King,5:0-2:0,5:0-2:0,5:0-2:0,5:0-2:0,5:30-22:0,11:0-2:0,6:0-1:0,1.5,LA,2727 Canal St,1,29.9663431025,-90.0878609426,NA,NA,True,True,True,48s0jy9g6XneTAS2LL8Ytg,70119,15
Tucson,Taco Bell,7:0-1:0,7:0-1:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-1:0,2.5,AZ,9410 E. Golf Links Rd.,1,32.191515,-110.791453,u'no',True,True,True,True,A6z1wMsaLLVTamzooGiqaQ,85730,22
Arnold,Jimmy John's,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,3.5,MO,2202 Michigan Ave,0,38.440884278,-90.3785224793,NA,NA,NA,NA,NA,1xgFa60lB7ALnL3U-_Bkxw,63010,6
Saint Petersburg,Dairy Queen Grill & Chill,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,3,FL,3101 N 66th St,1,27.8000936787,-82.728034,'no',True,True,True,True,3wt28rSLHFm-txKD_AyvNg,33710,14
Indianapolis,White Castle,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,5:0-5:0,3,IN,55 W South,1,39.7611695,-86.1596367,'free',True,True,True,True,2asnS43SyxMKhc9Z9h2iSw,46225,51
New Castle,Wendy's,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,3,DE,140 N Dupont Hwy,1,39.6713655,-75.5978706,NA,NA,True,True,True,RzuUOVjXuyG9b8DctqAgFQ,19720,9
Antioch,Dairy Queen Grill & Chill,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:30-22:0,2.5,TN,2819 Murfreesboro Rd,1,36.0660089761,-86.630525887,u'free',True,True,True,NA,_AAhq_RtSKf3OLE8fYdmsg,37013,19
St. Petersburg,Jimmy John's,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,FL,2760 34th St N,0,27.7970187,-82.6797802,u'no',NA,True,True,NA,9wjkXWUoAz9oEeVtIA4a8g,33713,8
Riverview,Firehouse Subs,0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-16:0,10:0-22:0,10:30-21:0,3,FL,13129 US Hwy 301 S,1,27.794522,-82.335889,NA,NA,True,True,True,Qrjvzbrbe99YzB9OfuJ6WQ,33578,25
Santa Barbara,goa taco,11:30-21:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-21:0,4,CA,718 State St,0,34.4192375,-119.6983869,u'no',False,None,True,True,52ov7d0148JvYG78_c-Bsw,93101,231
Franklin,Mr. Crepe,10:0-18:45,10:0-18:45,10:0-18:45,10:0-18:45,10:0-19:45,10:0-19:45,10:30-17:45,4.5,TN,"1800 Galleria Blvd, Ste 3040",1,35.9573047134,-86.813919711,u'free',NA,True,True,NA,wE0gn8wGGpkPp2yO5W-mnA,37067,8
Wood River,Long John Silver's,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0,4,IL,1224 East Edwardsville Rd,1,38.8630206,-90.0784031,'no',NA,True,True,False,4AFrfZJwneZdIBz2IvvA5A,62095,6
Avon,Dairy Queen,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,3.5,IN,7574 Beechwood Centre,1,39.763652,-86.388909,NA,True,True,True,True,z0NZat2oWqYfByliCGoQ4A,46123,13
Reno,Subway,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,9:0-20:0,9:0-20:0,3,NV,"1075 N Hills Blvd, Ste 210",1,39.6053391463,-119.840881,u'free',NA,True,True,True,cuXUuoOSZ4VbV6jvh3BC0A,89506,13
Hudson,Wendy's,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,2.5,FL,12011 US Hwy 19 N,1,28.331704,-82.699831,NA,True,True,True,True,ownPtC0ffE9USczxlF0Wuw,34667,18
Nashville,Wendy's,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,2,TN,4843 Nolensville Pike,1,36.0637762,-86.7174875,NA,NA,True,True,True,U9mkR8xBAAhwwtTVjWY2_g,37211,16
Springfield,Chick-fil-A,0:0-0:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-20:45,6:0-17:30,NA,4,PA,805 Baltimore Pike,1,39.916123,-75.334121,'free',True,True,True,True,jcnKA1gG7Tek_UT2zWBI6w,19064,68
Fishers,Dairy Queen Grill & Chill,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,11:0-22:0,2,IN,13092 Publishers Pl,1,39.9771355138,-86.0030150414,'free',True,True,True,True,hdoGmKdk42H7R7Ihe8U91A,46038,51
Creve Coeur,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2.5,MO,11521 Olive Blvd,1,38.671719,-90.437116,'free',True,True,True,True,bDNBsMltPLACTkYFIBB0Mg,63141,31
New Orleans,Jaidyn's Wing Stop/Food For The Soul,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,NA,4.5,LA,"3216 Tulane Ave, Ste A",1,29.9642844,-90.0965639,u'no',NA,False,True,True,pJIKpN7Fyl4aCBIv8jBldA,70119,58
Indianapolis,Dairy Queen,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:0,12:0-20:30,1.5,IN,6320 W 38th St,1,39.824061,-86.271261,'no',True,True,True,NA,DSH7KhnyCVqxfdgz9eGBFA,46254,29
Harahan,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,3,LA,"1208 S Clearview Pkwy, Ste A",1,29.9600166338,-90.1844791721,u'no',NA,True,True,True,bEbR2yWehH53TsLWnWCfvw,70123,128
Fishers,Taco Bell,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-20:0,7:0-20:0,2.5,IN,7680 E. 96th St.,1,39.926872,-86.033039,NA,True,True,True,True,uqWI27TGjAFOPHQTrf6quQ,46038,24
Nashville,Arby's,NA,NA,NA,NA,NA,NA,NA,2.5,TN,2750 Elm Hill Pike,0,36.1493416,-86.6668929,NA,NA,True,True,True,QTBdaWGptIqkIvh_LfVxnw,37214,12
Greenwood,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,IN,2252 US Hwy 31 S,1,39.5840045,-86.1005789,NA,True,True,True,False,RGMPK0znWtlP6Sr9yHntsA,46143,15
Boise,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,9:0-23:59,7:0-0:0,3,ID,8515 W Fairview Ave,1,43.6191088768,-116.2884993,NA,NA,True,True,True,-s1TSRhuQXh0RQJhaFB1vA,83704,12
