business_id,photo_id,caption,label
ed3iNfVUBpCABJLzE8QeYg,v43iakjXNMVv9BSJUPismw,,food
9-MSMIejaA2TDFBifFlpfw,I0GajAOZe4eK0T7k1981jA,,food
xKW9yzgAP3YBFFEG5adpiA,UXXEgySKiqdl4pjmN9SKhw,,food
r4Fb5mUHIhjjpGABPGitqA,PT0QyZp9SWVC_xsLEJNlSA,,inside
nEfAoU3i_GBW9mtmxSYYMw,wnul9rg3ZR2dmKHdiBMGCA,,food
wiK3MN-Ep4m6tDNHV2uxrw,f-1cTEOOqhJr5W-cMdkBEA,,food
MU38C5Fu2ER5PwwPWQMyHw,Ah8104op_YswOhCKk6jX2Q,,food
7zzSq-37WyMeSRrN8-zd6Q,7uulJx5qkftK7nWbzghLMA,,food
hgdh0gKSczCIjLikWtZpGg,plwcBAcwTzke73Zd_gO4AA,Black pepper beef over rice,food
ZfWVso8VlT0VN14rxVHccQ,W948-Vw2J4slRqnkCwSAxw,,food
mNB7N7gEf33h9BGWegBHvw,3wm-LnciocKafqczBFmLBg,,food
zi-QER97KRnFsZqr56mL1w,8L_0aLBXP7AwYHWPyOcCLw,Chicken Egg Rolls,food
1wy8va7aZ7eXXCIVGajYhw,eMjWlUOYYVuAsUf0aWJ0Hw,,food
0iKAHstsxb3AUNTp6wt1xQ,4S-_7A65CAa_frRDHTFbiA,,food
ijnHrV9zqytI_XGe1K4sPA,bltM857L3d6GtoKWdFNohw,,outside
Ef1TmoDNhdW0WNlY21wsiw,MpXi4m4klwXCN7FYCsmovw,,food
OE_ryT0GUN1LO6y6yPuFZA,QkI1Hz613gW-h7mj9QOzaw,Krystal,food
sMwaCd9a8wH-LmPC33ygXQ,HsJTGzV_tZaQrxkJNIKV9w,,food
s88PwkKE_uvOhof9bYfa_Q,cZYLxnq2ilTfP9340uERVg,,food
0Q6P0JK_8HwJbeI0jTt2Fw,OhGRYsfiX9_ggxdwnsbxYw,,food
yRfh-0USTLwAifq5-tGOug,XcRH2kLPHavsw4ahlzYpTg,"Honey Butter Chicken Croissant sandwich. From the new breakfast menu, nice concept but the chicken was burnt.",food
Xdzir62WKlSzeu4PMQtlBA,lqYVKH9_sUyFI69jejYh1g,,food
HrEIQSum1FKPJoXlI9UU_w,IIcDd5siiNquBhGEYsmVew,,food
ySSOZ_fz7wMhfjhWKzdR-w,OpOwh2UKK9AzEv1vZzBLdw,Bottomless fries,food
OjeSJYXaEqm3CkZsFf8xRA,V678kNPWi5iV7l9TXIk26Q,,inside
ZamMI0MqxBpobkTq2KiNRQ,nsELy4yc89WhwgqFDNiIHw,,food
a8vo2Ho-DOFeLmTxVFa9IA,y3OnSSwnYL9ZHl_vH25vgQ,Steak bowl,food
u858IdTVc8Np_JHXS8JImQ,KFIweGp0QuzOxAe-Q5AGjA,,food
jN5vIPSJsWt7O9NL9lZY3w,gW9n3PcmugqXrlKX3Ee9dA,,food
1Tb7ION52mf2I7wXJY9HAw,xTaIycwZAKrmX_upc9i37w,,inside
h8DlM-VbvCNzpsTqihgUAw,0OjthkfTCBHOabSka3cgng,,food
qTIgeBp_dR5Rvi0XWJMW4g,NdmOQeCiohPjU0l_J6osSw,,food
1dRE3PDej7wUQ-MAl0DwTQ,2R3B8MCJUifTnQmwTh1A4w,,inside
8qCbeHopky8xpGndJCcr7w,24wCstghDINegY4bN92-Ww,,food
sbMSJv0Y4-kF9ZTxlFeKvw,JEenfnG2QdKZepQ8Z6gLMw,Hand-smashed-in-house-daily guacamole is best served with freshly fried in-house tortilla chips,food
rQKL-bO8Xup4gCPcj_oz6w,SFVjAP17VRKbOhkahqhHDA,Lots of wood inside,inside
-9QWlFM3KH0DBS1wiHZJXA,0pqQWRbJa2h_mT0yZn5l_g,,food
j4bzJmzzwbz_DH5OkXl6SQ,etkwjGOYQzGNDE51iPUuRQ,,food
zlqDnmvydtig44hhdih2nw,Qpd6nk-De1-XRlciaHvk8g,Exterior right off White Bridge Rd,outside
6MXO883UaicdJuobFkKJUw,wT5OkJHculNXXKY4MsltIQ,Over the top in a bad way Fried spicy Chicken,food
298L1ENA8nOLzV9sxv97ZQ,uDYzVrU8SdiuUJZGsSfRjg,,drink
8ZzBxJV2QwWtltcX2xJW3w,Dh-NT9VJsquXLH8665tkxQ,,food
Cot1dK6clvB6WkCgrrXA2w,Nl_T5wYyRYEtp4XhTdpsWg,,food
fxdqfaDvZY2PB4qVpTRWRg,0Oxczd_jAnZ-mWcL5kGJTg,,outside
fKCzfWXHsUP4NAxIxQKF3A,2nFd1XmgvetjT0SKIIZoSg,,food
5K9oTIa83359gJKHyFPcJQ,w2rdBFqvJIuYWtT7cXMzHA,,outside
2gi23-n_4fTU11olohHxrg,vMrYFlQpD2jIwcZHXZzVzA,this is almost what a snack wrap is supposed to look like...almost but not quite,food
bbEXAEFr4RYHLlZ-HFssTA,KR2_Bat-n36MMh5KMqaspw,Exterior of the Original Habit Burger,outside
d26K8f4sHEl8Pvct59OISQ,u61uhQWce4M_w787wpYslQ,,inside
jauOvHru-4OrA1lJ0JLLSA,brqYWn_2KTJj1vpvzNuKLw,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
blUgn4gm4pQtbPrx_sY9sw,vSGcrQXRCmESDbrkRLnogw,,food
y-B-ukhP-i4D6ZGwTl2jRg,1F_laxW_vHLFFUY4fO-Jgg,,food
cKHwcu5LnNccGc3V_EK5eA,XEZS8iY75ZZyXiQuxlMGHQ,,outside
PHBKsp1j4SVJuS_fQtiUig,yNOYtJ5FEQvZ6NybjJsyEw,,food
2oh4NJDtqTUO5ZuvCe0hWw,vW0cQAjej641-P-J8v4ZDw,"Mediterranean chicken lemonati bowl.  Horrible portion for the price, $11 dollars for a half empty bowl! Definitely not going to satisfy.",food
ihyiAE-CTr7V3HCj9hcQ9A,GbdcPhI3wHBc-MhM350u7A,,food
bU3Z7IiLY0-6sswo8WXeKQ,IQrvNLxBs1mHaPwjeHD8XA,,food
ZCkc45yLiM93rWxroR54_Q,Abxk3ysojiAnshQ52oGVXg,Low-carb night,food
qi2MFcotB3YgiC0SJr2FmQ,ClLX5VGjECgalVXCZXsVMQ,,food
GNhgVpSoCC8xAz8URfmzhQ,KZPmKK6Z3J3qQkXla6VunA,,inside
erCGkXWcik3Kij95vShPVg,QU45PaOlGFqSZVgIhdmV5w,,inside
rZ6i69fbbLdgiIgmU5sFUg,c91N24Zl0W555DVFbolMyA,Brown limes for pho,food
1i1A1gTrIyPdbxI_oYHOLg,lqFoqJadWSYGRYXdNpNANw,Chick'nCone,food
zH3SgWfeRYXCUTnfwLw27g,H2zyxpb1C1UZDQFv9ckmbw,,food
7E3mhfqDUSe0oKaZ9VikGg,7AWIaF3cTk8ZJ7MqN1HVrA,,food
E_gs5LBMr7SlNDbbq4_05Q,JQGniw9ZDkdp0muf8Yvnrw,Spicy chicken,food
mfuO-dtZqVfLG19MRJLvzQ,ScX4AUovqwXW9ltPEXA-Jw,,food
n15FxktkJgkdIrkgZllEfQ,uf9BX0RJ0AWJLQkRgRYyUw,,food
lrNGRk9qmptB8p1yz8jpVw,wCLEKu_fizw_kG_zayt10A,,food
3tHYTqsJcsZ578bmcneY0A,XLRFdQ2lXYTg7WljWVUx2Q,,inside
yObqHLbK2RKeBK8jrO33HQ,CFGgroNketpeMIOUCKUsIQ,,food
31U0rqVqWE1-lP9h3bP_mQ,vaYcmc-fT8jNLg4iw8MS4g,,food
DJ2M53a6j8biHM8dY5P6Eg,lCJWUCOhrf5OYLuDh-vv5Q,,food
v8IbZ6wcvdyGqWpbDKDvfA,pAsAZjXyUhGnF6erUdxMVw,,food
R2_2-KMIlpQ9besSEnWxfw,SwzIIHcwlThZLzzA3wWNDQ,"The ""S'more O' Dat"" S'more Pie at Fry and Pie",food
A_Kh7rwL6CPePtvdOoWUDA,rAwmbYVt179H0FFSv_4efQ,,outside
b9oIwBmqX0IdoQCPIqngLA,AltvhMTDY_VxAHpiDSnYzA,,food
9ecu_yKxX-LfnFGcD2E4XQ,eMH9Cl40bNeNd10mKcdTJA,,food
ulWjI6RDPgSusXZEQlZrGA,eb6G8gy7Jzy3HbBFpHC7cQ,,food
khzaq-jZEHJzVl5C0gzPhA,Nx4JSF5D_HjIOi2Pq0nZnQ,,food
TFfn6QThcQ3ZNG0utyNanA,JvGA94FPAfLMMmzhyVCObQ,,food
Eos-7HI-GOO-nCU7ARbR_A,3oNa_AOgOnZDHu68Ta-H8A,,food
k1bbiAV-1yQ89b8ZegL_LQ,tJBQ7dBnD6KmG2gYUsDyjA,,inside
koVIuwtCO9HgKtAiJpakJg,_MDIYcUIqqA5evbHM6Mc4g,,food
HrIEc9gVWWnjqn9OiglrVQ,Fb88ic45uUitNO0zxpntTg,,food
8lKmq3q0sxraES0p0uZINw,3-Gk9qJhYFJ8CBii3CEsQQ,Animal style! But extra toast it...Burners!,food
kcKL0O4hUPeNFyMQwr63Lg,rixO_iuwKwteHT2j6f31Gg,16 oz. Root Beer PC.,drink
gVbikTFkfFqZedpRRPZdHw,7unzDN_kYfgIOmdgJWR-cw,Widow Maker,food
JAPbYddDFivkiioAKm4tIg,pt-ohpHhcsC06uzpQsOLgQ,,food
j7YF1Zzk8NZy867szWl_jA,LpJlVF0TrjhsSG_PORHdAw,,food
64DfFB2Dkf1HWT6l2mCvcw,nzuzACAU2PVXhcZe_fFatQ,,food
pt1E51u1aJUA9H7VWiMpFw,iy-yKeDkHsC1EVeHz9A5kw,Tacos can be customized with flavorful favorites like grilled adobo chicken or grilled ranch steak and 3-cheese queso,food
LPWkWjR-K21nikUxQtQNtg,ghL90mu0YxdmPD6Y7eP1DA,,food
jNxvJeAUzzpC7zW3UN78HA,PJB04sog0YrlqnFiNlSp6g,Tomato pie,food
4XJjKRpkqLlErQ6brEeKHA,NW3LCK0mzYJAD_mmH8jaaQ,,outside
Nj4LMv64tJ8G2pNZQyW1Xg,ba0FVEd2M0BljoxnA4pyWQ,Habit image.,food
fPLjV6Is1_8Av86CAwwgKQ,aWOmUUDScdnSXJFH_bBMvw,,food
kufdqqeufwSP6rgeIKLKAg,lZ54JWL66rVM7-eLygJ4Hg,Seating,inside
d1VQMf1ffOqMvGyw_Vxv_w,FwERPiZfpUr1rgybPIJ88Q,,food
jW63U-oCMlVoNZarheItpA,gWwaq2hQ3QuvrltNTm6JRQ,,food
k1XyeYNiUxNErHhuIIo_-A,qFISCfKT45XaIBxuUvtEJQ,,food
Ucq8AoXD78qIK-6f6siWVQ,xaGZ0jnhZHwnI8sa5ouK4w,,drink
VEwHudSzAsCW_ISBERlhew,JzPmKkKMufNTUyKUSyJsCA,The ice cream without the correct lid,drink
j76unyU-BZnZQjOMRb2ldw,xAfnDWfZqUra_K0zUEbVfA,,drink
ylU2tt9JXkZNN4SF_UnNMw,tqJbswZ5jQVa_tG2ZpG3JA,,food
0dHYqZ4O5FRwYWEteahfAw,Wg7wWDyZUjq6vwGfg2QddQ,,food
t3ax_AGHIqYuaTsQXMF2zg,fnpT-rFA-nJljt7wpzuBXw,,food
JHhhnSp_4u_09ue_FU5A8Q,28R61nUNAdhoUIJwCR6lqw,,food
3gK2X6cZXzhmSG99nQyXzw,AHvJIJuJ0Wd1QDxdGpmInQ,,food
Ef1TmoDNhdW0WNlY21wsiw,JAPkbxBLwNLo1WessLTfKA,"King roast beef meal, with additional King sandwich",food
9KISuZD0pBbi_Qc9i3DdRw,W6YHYpC1O1frRLxpncOTRA,,food
r-Ssz3aqWGMnYcsoVFzshg,NHMeA81cfWxlCjBNUrKnCQ,,food
DzpaiMQnB_sNhZPrgdvKHg,fi9OiVf1iU63s462RK5avA,,inside
xJJ47WxdkeDt1dvqHx-ACg,sLwKibdbp7LpBPFajTzVcg,,food
qJqTXdv2ukMDUYGb-oAG-w,3aRlO6b7DUWv7ZsCNMXmUA,Ultimate Double Chicken Bowl,food
d4rQ2Bel0tDR_Fht636ysQ,xFFgsGuhuUY9ehbSSFCbdA,,food
jDpm3rmCsj9c5j4DKFtzGQ,XHVjLUjjl3ls5Hu-FeHY5w,,food
cAqCeWKCGeZPlcBj0I8f8Q,nfkx-c9yhlgbjBCiiWMAAQ,,food
ZXmmYVlS2wzLZsedgLx86g,gjGAHqvNTuz4URuykRsOLw,,food
qIDYmi_7w_D_0Dqfwen1xA,p9nhAVuJuJHCgO3fEayrrw,,inside
C3T0t9FoEX_wGOCoXUS5rg,Pv8aGmHkKnQnVplXA5k9mA,,food
-A-5spZpPMjujSnG-Oag7w,b-eBd6f50X2qnwXy4BmgjQ,,food
FqxfsOhn13BKlXm94f1bjA,xoqEKrg9PGDVQSprCsc3og,,food
BcuRMPZYsI8TQNLFb4WrQQ,G6Rgj5Vaa8_O_wmaakjjQQ,German Stoneoven bread,food
oUnC0Mcl_nozqkOXejTQXQ,qfRYf9B92TXbOOoJUpUuig,,food
h4CPgWdrG9ejSgaAOOCEaw,sclNZqLCRL0FWv75JIcfAg,,food
VueLB6qEVcGusBj2iO1qGA,S7XP5zG4O_vAiNXD26YgCA,,food
cKHwcu5LnNccGc3V_EK5eA,jHQBSX1dJmAhsw9M0oR2SA,,food
Ldfrd8vZpU2pnzRDk41TzA,ZJYUViRLGi2ub1PQOcmapw,,food
Ac0W0fBY0WRQ8LqdCRXUAQ,dNi4zXBWMRdFLvBY8c78Ww,,food
8KBtnnw1TjA4tM4urmRCwQ,osQ1_vvAjtzgd64bssP3Tw,,food
xfU-1nxiP8kN7yewB73y1g,K0IHqxaqTAI1e5lpq5r1gA,,food
uGoKKkJa8nrC_46reV-ODA,I_K3WvDvbid-pjeGm3_O0A,,food
m1kM87opn4tR6lt3v9AiWw,ezPwjGXOpqn-eU8FA4TfWw,,food
YQmSQs0WDwMDLmU3Yfj0jw,aichRd7EURs8y0M1gmqdNQ,,food
2wEnpf2eu98rcYc540UN3Q,RUudy0hAsTbWOC2nKPc5Ag,,food
HrIEc9gVWWnjqn9OiglrVQ,1VPAPgy76MBy-CYsA0X5QQ,,inside
bSuADas9mTPxI2UUGR8PGg,u2w0tNM9f8N89FDtKpQUeA,,food
p93DgPXIrrkVhCmp-BrNlg,RK4eOP-lMnWRPiyIFR6t0g,Wraps Tray,food
OE_ryT0GUN1LO6y6yPuFZA,6Zl0a0-dibDCZLg11Si0ZQ,Junkyard Fries,food
SRexiuEsx1d9-dZVUsssQA,VGQf61FT2_SVzflFDEYT0Q,All American Burger!,food
bU3Z7IiLY0-6sswo8WXeKQ,N_BMfi_o-KBRqH4oNIrX1g,"Salad with tofu and veggies, yummy",food
huZCd1Ljh0F6SqD71WO_sw,EWrbuSH3zw9LYKGrptKuJw,,food
PW6nnoyDQSAIDpVF2HZcQA,rnGRZoiHpt6i4mssMGRmjw,,food
gGdidUuXsOoLnNiw60v8Kg,HeDa6Ng7rEmXaBeLzZzQeA,Bacon King Jr,food
jhjio89RFVzZcyj5iCSLKA,vuFhaZdq-o_0IX1EweZq4w,,food
BCxLbqymC1TXn2FE1BYc1A,5qm86aY7Of-PwhL2sxzrhQ,,food
R9qGuDdpanpBU0bOkGv6DA,A1edc1m6Odcb7fv35ATZlA,,food
Q_UwDFevSlwptsVWg_mjqA,W_tvP_u8sfFqtdC4FAdSag,,food
tjI3p27hkAYYhelmHF5AXQ,-zHUMxx3S3KEXn0FL062yw,,food
ngugYzE1bOCLqv7V03PaLQ,i7w3VV0qhuZTgJkjyh0sew,"Nachos can be loaded w/ grilled adobo chicken, house-made pico de gallo & QDOBA's signature 3-cheese queso, free on any entrée!",food
2t2MfJP6WH6LyhyVQ3MR9A,iMitMIiqkSpXgRnV8ju6eA,,food
Q8SeKCyxI18ZycvZbgt7VQ,j5eDDDaWOO_WLjZR9qeqMg,,food
c7SNbE4pxj0gfcc1q4btyw,LkjhSz_AVEaynuonOVGjSg,Order catering for your next event,food
Eos-7HI-GOO-nCU7ARbR_A,VxDQzsUnKWJAuS55vnlLkA,,food
ES5KXjymZWpgH6lK6v_RJQ,QWaYmqLAWUmyIAV9hnvIyg,,food
L9FeMn-zHsR8O-ssVP3QEA,2uSoYjOt8P4UdDeHgDzsVg,,food
PRsj49qMOyW9fbztKrRglg,oU35rSaHuDzwn8ifk0BgKw,,food
WA6LkSP2yEpWWneajC4NnA,WC-A1pREMO9qWObksr503Q,,food
RxzZnU3KRcGYnP3tnIrktQ,sfBFvBdLWznpZ_Nvxx8P8w,,food
cT6Sv1pWIzC1Z7yHBVJoTQ,LroOTiqsdyPLVVTKLgLuwA,,food
MdlV4ssTuDQehhhYUE3QbQ,HcQpaBQCVc6Ws0xJ_EnMVA,,food
srX8-TIvpFHUGlr-K2sO9A,66A0FE6MHvXbTyW-6DfIVQ,,inside
mq_bbdY46DlwI9tj3bEXtA,ZPVkbUnOdfxmJOPKa5nyXg,Apple Turnover,food
ESUwN81iNYvm0yqYCxSivg,yx8SIOoKgSJSHaNQhG2jfA,,food
SyIuGU6BtLiwphqq9mnCKQ,GKacalMcBRwZjoHmBhTcgw,Family Meals come with all of the fixings to make flavorful tacos or bowls for 4-5 people,food
7hal05yd-NDaMX82VyEbBA,gFvgbtxxhKzW6E0S947n3g,,food
NrrLgt5Ptw8ziOmFVMsIyg,XeoSIokvX9wxSxnxTFc5oQ,,food
Jdkoo5MMmJGQca6bSf1dgg,1_fmZZMQ8cpf1VZvATGmeg,,food
CBIfcyzjnL06xbapLyOJrg,ykTxTPwEvvIi1if51WHLVg,,food
GfhqtLj1DTGonsufL2ZPkw,Uxip_5KW8OgvBZITJf1XYA,,food
a3EqwP6egYfwRthFjRd2WA,ToIrfCVuPGHSqmw4nUq0Jw,,outside
EA822ZoRvW0reS5mlNv1-g,ghJ2mzxw26kEJbNxRTqZSw,,food
Z7fJ86VUHzMSMpPNRT6NEg,7zM8MS9QueKNZ87neVDiwg,,food
I1h0GRYp86eX-XqwVXsSGA,TDclLPwV_hqXPUKJk9BBnQ,Kebab with rice and beans,food
aHKS3ADo2GXEpKqhm3AOBw,AwINy-KwpL2_JVVK7CNzhA,,inside
q9CR1mu8RUbeZcRNzZmMKw,ooReuAlbMS2CVOe70xBF7w,,food
srpwFRlrFHAFLT8aIHq1eg,P8s5cJESx18qECBVcgkskQ,"Nachos can be loaded w/ grilled adobo chicken, house-made pico de gallo & QDOBA's signature 3-cheese queso, free on any entrée!",food
DS2XDLFAupA0Fvm2OLpXcw,F0yhjYHguPZ4Azxjv1J4RA,Chili cheese dogs,food
dYsSSplrU88w4i86K5uQSQ,adqOYsN1A87dIZZqVarBHw,,inside
7O_ZgEgu0D6HuGtIjHka7w,21Oqtk5xLIi3TSlbYc7Eew,,food
NSpCTkw7IDGV2HKOFvQA4w,Uqx42g4Lo1J7oZRsE0NPoA,Stacked Roasted Turkey,food
zULvucyRaHqEgOgvhwHqsg,EJ1MZ39OYA5KVNdTivXoFQ,,drink
rX_UB0rdAavVJd6Wr5-o5w,KuLaNk-N2TZQj4LKwgWwDA,,food
q6hWVlVeiCgMgM22wt1wfw,T9TBrof1jKWqmre5MK2HLA,,food
MSPT9HtCXCcogbTsBJn-hw,um9B3AFnUihbV6Y5iPaYmQ,,food
r0imlei4r8mrkK-tWJGg0A,jrXcuL69qAX6mIj2lLQbuA,,food
nEfAoU3i_GBW9mtmxSYYMw,YmMMzNEHBV02CzsktqWBiw,,food
qejPFPUKiIXvHJ4BirgLUw,iGlPYSlgedj8CoeglXuRzw,,food
YBj8AbolGKBzoHUcHEeAUg,L3tHwbQNirA7wcSAr4JZCQ,Mango Tango Eegee with Ranch Fries.,food
Dfv6BewAcEokLLLpBXS2QA,B05NVzXMWqYP4z-8bU4HGA,,food
_RK29S6rmOUG8yahuHYpiQ,6HczdtM4UkqL1H8alSln4A,Opening Day! #foodie4life #phillyfoodie #philly #philadelphia #visitphilly,inside
hZZX1t5KcG6n_Q-VpxdSVQ,fEOatZYCGspH9j3gnOaBmA,,outside
FcrgSsXzjIafg80IkgeOdA,EPkrkwvE3lPMdilyj6rpPw,"Grilled quesadillas stuffed with chef-selected ingredients like grilled steak & hand-sliced, sautéed-in-house fajita vegetables",food
Ar785lLkUqgeALhZ-JzmwQ,ylRD-HgVnz6Ec9-2M-AVaA,,food
MU38C5Fu2ER5PwwPWQMyHw,ZlxhQbyl3m8wUBMN541dag,,food
2NOCur2ahFs3ypwT3VPNQQ,5RO1frb8i87t6DYSSxau2g,,food
SMw8Fkpo4CGCTaSE2LfokA,iEVkkrcVjtZiSm0-BUXEOA,,food
B80fjlcqX-FuKuZfDX6CuQ,XCSGMvghTwk8rwBsNwc0Hg,,food
jB40iuV1sNADXqVA4oG2Cw,SxP7NYTN-6g7EqbPtzGSHA,,food
Jwd25QCx9Hesdc813nagRQ,leTxFY2nL_jRIWoX3E2ulg,,food
ia_9O97e9qRJrFH_owYjPg,1hpdpuu70ss-nnxVLR9z6Q,Nuggets,food
lJj8PCFTYIsYwSoy3G57HA,mp-Fzzx14XSzPooIpJAZ4A,This is what you guys do?  Stop being so cheap with your fries Wendy's.  What's wrong with you?,food
D1FGfurRUbHTkuN4sp10_A,BVEnR2o4W_p24UQrmLnnFQ,,food
WvNLBsFsjZodvAdhNPz7wg,oceSdmXjWw20rl0UulmU0g,,food
ynQQJ68ZaK9hBAh13rQdrg,9J94cqvfFFiqla7XJrFiug,,food
rXK3hvttEwYIlNVRCBDhXA,9JDqcoXP3ws0X47tsvRH7Q,double shack burger,food
qusR0idbnaSYbHWe_fIWZQ,mnDBUDaaL2XwgFAX5ymQ-g,,food
u7koIU81eSTmwryk1LMQsA,cLOel1x3UXHJA-3hFAeliw,,food
3XBNWli9aU4Db9gOsCvWlA,X9IKAXId8-pmqokyb4X3BQ,,food
eqLgpNj0DnRpMj63IfGVeA,EqNbu3xKnklzVGAb2GOBiA,,outside
sf_oQ62L8UEnOOLf00nNGA,elG0-gl62YG6kJllNaKJYQ,,food
SKk1yw2C23x-YPHy4gH5nQ,HOK5lBLUNYts5arVLWngtA,Carnitas Burrito,food
7u68SlaFWfF_bUHQrJtGmQ,8QjSOM7IunLQBomuGarCjQ,,food
xsjAIdx5PoIPkhI25SqTJQ,4aTIBwZKgXMcvTlVxGuaZw,,food
gltppHhVxJN9ETmQM6BFxg,90sT9QB7N_eDROF9F96bbw,Made to order. Just the way I like it!,inside
LvhZtkPwySfwZwAoSrhIsA,Xy6dT3HumHtwtcugy7q6UQ,,food
PP3BBaVxZLcJU54uP_wL6Q,KRNuXAVP8ktfKzx0Iavftg,PHILLY WAR ZONE: @pats_king_of_steaks vs. @GenosSteaks,outside
hZtDA2MptLT7zdhDQ5bKRQ,ddqmgvNZNUteQK3MB4qXFQ,Chicken Tenders Platter,food
w2ARyinSfR1oSz_UBpgh0g,zaZpJc2Xtkvin8mH4G_Mgg,,inside
ML1G4UP7yO-KAc_KFHl3aQ,HsL_yHROi3wrIWRxGrxfVg,,inside
LXJP_aGg-zYbJIsEkA5vBw,Iy_EwB5B0PvzFPezld__FA,,food
o6QW19rG1Xsy_ySsxqkpxg,3O81Epk2jrhLNjFM3OXM1Q,Looking out onto South Broad.,inside
yQK-MSBijno2iMfUZ2JjzQ,oNencA6hZGZam49XmBZjhQ,"Grilled quesadillas stuffed with chef-selected ingredients like grilled steak & hand-sliced, sautéed-in-house fajita vegetables",food
zZ_xsIQfotnHe25MxQyg0g,dI0nEGmEz53IIhE37G_ZBg,,inside
HUhet8XDKW8aYXwhhroKTA,7f3Y2YW9S8YMW2KM_AxaHg,,food
8-zp6Ni8z3o-ISj3zwZ1Zw,ykpfcGb3y0JpsgVU5yTjMQ,,food
8SqvtaRu9likNDAfAU-HBQ,lttFmYi4vmtZquSj5RwAJg,Chicken Egg Rolls,food
Q2t3TKnlro51oDW8aQmGpw,5jgVMcbrhBBbFx263yU-UQ,,food
QVXfW1c8eOm9SJVb3xdo7w,L26bDbx_QCf89mhmgpo9Lg,Sweet potato fries... i had cinnamon and a sugar package..,food
La_MSvvYGXg8iEhYJ8t27w,2ssarqcehuMVt2erjaLO1w,,food
gylSP8jwNf9EQL6Qi3-dNw,lzaT3F2D12lvtL6rER90_w,,food
1PAkjdZynQfcFQces7FNyA,Ne8FDk09qxM2mBLlJgiKZg,,food
ACsSGBWYxGG5FmjPyLhtRg,LUSd6_a4GWWisQ62aIr4kw,,food
bU3Z7IiLY0-6sswo8WXeKQ,Ij7HsAF7Vloy2O78V5uBqA,Pasta - Tofu - Pork - Pumpkin pesto,food
MwmcJ4XXv5jfUJm0vcjaCA,AvPFHFQkFsBarom5HnVKvQ,,food
jE3rE1Vqju-2KvVzabHVGw,_ok4Tc76bkneZUQkfffcPQ,,food
Z3umErk8meH5fUo0t7Ha7g,GfqZEL-sBrSMm0Ay26RiEA,,food
0U_OKGqqh4Zso95bevQqFQ,DZJ9heizuCan4KygGkqyUQ,,food
1UU89Z6rhiU5HHiDdGwGng,O_xk3XEzxv0Z3VgQrUaFKA,"Number 1, chicken sandwich and George's chili",food
nyZHusbhW8JVonF5I5kJ0w,7ucVS_KyGTVKrojei9RIVQ,Best place ever,outside
8KGFwrKyeF9kIPK4GG3SaQ,SIiZ_Qd_5XHErfF-vf25vg,,food
6N85TiNp_MjsYQGYjhXbcg,-HTDEo4POqNeEjvYwg-1eA,,food
UsNHYrSJt1n-v9aNNBLixg,bj4vfe7y2glzdhsPabXHPQ,,food
x73A12BrNcRTvctBZWpXyA,5HhbHsbFuI4-rEV2BHZPxw,,food
jhwpAwaSn5JtiC6rzfLx5A,K-0IkzM3E52FCCX6W_rFmQ,,food
7sGgHUlpWiH-Qbskj4KMdg,oYSG3GneLT2lZ-CSXdrQrw,,food
C7LmSUp8pT0VwA4YbNuNqw,Tg-5yK-H2cEQsYrnPW4Q1w,,food
tf6S06LD09IFDHUpOPqPaw,r9b_gA6wYuToOfpkstM7sw,Hilton Santa Barbara,outside
fsE2w3GzeO84tdIWf9TL4w,WO8qLuCpbdNjw04IM8azHA,,food
zTu1c-A-7l3wQ5iKltSbsg,CosuM1Zy96WTNIEFNsOcLg,,food
TyT9JIoRkAzQHXH5sxkAUw,JBc0WopmFjLiLBZgB9kerA,,food
SYKtwMngn3NqBbQ8-3w9LA,ichIAMJvuL-zstw1Zto8Pw,,inside
WepXMQMc4aycWvdW6F6zVQ,TxPeCxhIZ25vN3xmlPINHQ,,food
LM-GRIDsDrH9jx6-rYXIoQ,8ya6rUgBwqspbLFmgkBrKA,,food
XfFvlwTDn3Lo6CSJcTsCbg,SoEJTj3YMYrTyIY9XW95Tw,"Chick-fil-A in Gallatin, TN",outside
8P7YOM9ThhTvLqXfSWRcRA,yflgog_7KumV1jC9n4jauA,,food
Lkkhtz6wWm2XSz1pysoJQg,Br-d314ROwU7XTLyOkcYjw,,food
N2JjNq_J80ufBFR80UMI5A,LzfM8VkpB2XjQrFypkcrEg,,food
mYhYlmuSvY_FIrh9f294MA,o5WC0Ya0kkmcabTI2K9PbA,,food
0COlL5IKRu5sdWIsEiQAZg,y05yrkeAjh6UWRJhthMNfQ,,food
TMibmbDrz81_mwg-jgs5Ng,nI2aWHoKph05WQig-sAaoQ,,drink
WsQRn7qrlNkmwWxZAmBIdA,djlDF_XHn10hrS3XWFCzLg,,food
oIA-gfxJAM0gjb0C39d24Q,J93YXQXX8DITwG_E-nNsfw,I want hunger got the best of me,food
u4fIQnGqhDC9TZ3pq3AyUQ,DvvYQe6dU6xEb3fgcKystg,,food
kUP8plrgTC5f4-pQi-kvFg,Kn2c-KjnqKtcyeg2_7_3uA,,food
LeSTO9HFrXpsr_RV_GuLTQ,SYo7cnN1zCaAYFgudut9Rw,,food
0DBf72U_oR_iDDXdOx4a4g,cuwnVxb7ufE4mlZLzPNyKA,,inside
JxWuIaBdzVypZShqzFDpRQ,ZUCr921CN0m5jErNEfdNLA,,food
