"business_id","name","stars","state","city","address","postal_code","categories","is_open","latitude","longitude","by_appointment_only","accepts_credit_cards","monday_hours","tuesday_hours","wednesday_hours","thursday_hours","friday_hours","saturday_hours"
"zG3ijcNz5_KyxQb3w29OZg","McDonald's","1.5","PA","Coatesville","1820 E Lincoln Hwy","19320","Coffee & Tea, Restaurants, Burgers, Fast Food, Food","1","39.9885106","-75.789604336",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"smhunYEIv0HjziHb7VSa7Q","McDonald's","2.0","PA","Collegeville","222 E Main St","19426","Fast Food, Food, Burgers, Restaurants, Coffee & Tea","1","40.184927","-75.451165",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-0:0","6:0-0:0"
"ARKOI5VLF41GQGP8UDrheg","McDonald's","1.5","PA","Collegeville","Routes 422 & 29","19426","Restaurants, Burgers, Fast Food","0","40.1628146","-75.4827305",NULL,"True",NULL,NULL,NULL,NULL,NULL,NULL
"szamoM9NWmqMgNmhCIWztQ","McDonald's","2.0","IL","Collinsville","503 Belt Line Rd","62234","Food, Restaurants, Burgers, Coffee & Tea, Fast Food","1","38.6913739777","-89.9769933522",NULL,NULL,"5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"LOpRqDGLGOKk__bc2-JbBA","McDonald's","2.0","IL","Collinsville","520 Ramada Blvd","62234","Coffee & Tea, Fast Food, Restaurants, Burgers, Food","1","38.6790335464","-90.0111986604",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"KsUimGJMBc7hNcNtZVrvRw","McDonald's","2.0","IL","Columbia","300 Columbia Ctr","62236","Burgers, Coffee & Tea, Food, Fast Food, Restaurants","1","38.4467912663","-90.2184712887",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"QZJklQcVn5EqDarlAEwkZg","McDonald's","1.5","PA","Concordville","1 Christy Dr","19317","Coffee & Tea, Fast Food, Restaurants, Burgers, Food","1","39.8791214602","-75.5459112",NULL,NULL,"5:45-23:0","5:45-23:0","5:45-23:0","5:45-23:0","5:45-0:0","5:45-0:0"
"nXG84STJU1y_AvevXABHuA","McDonald's","2.0","PA","Conshohocken","209 213 Ridge Pike","19428","Coffee & Tea, Food, Burgers, Fast Food, Restaurants","1","40.0943832","-75.2900583",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0"
"EmN85_ePa8uogLdjN0g6Gw","McDonald's","2.5","MO","Crestwood","9915 Watson Rd","63126","Restaurants, Coffee & Tea, Food, Fast Food, Burgers","1","38.5570444993","-90.3937831521",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","6:0-0:0"
"bDNBsMltPLACTkYFIBB0Mg","McDonald's","2.5","MO","Creve Coeur","11521 Olive Blvd","63141","Food, Burgers, Fast Food, Coffee & Tea, Restaurants","1","38.671719","-90.437116",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"uswNPK8UQ44QmopDal6Fxg","McDonald's","2.5","PA","Darby","101 S Mcdade Blvd","19023","Fast Food, Food, Burgers, Restaurants, Coffee & Tea","1","39.9201859755","-75.2643706",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-1:0","5:30-1:0","5:30-1:0"
"htc3Ten0e1WO0DO1MJM71g","McDonald's","1.5","NJ","Delran","4057 Route 130","08075","Food, Restaurants, Fast Food, Coffee & Tea, Burgers","1","40.0154247915","-74.9561517182",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0"
"zdG9d52hqH0JIk65LQzcaA","McDonald's","2.0","NJ","Deptford","1106 Hurffville Rd","08096","Restaurants, Burgers, Fast Food, Food, Coffee & Tea","1","39.8373782253","-75.0885714591",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"1aSABPmktJY072mRN7_h6Q","McDonald's","1.5","MO","Des Peres","12120 Manche Ster Rd","63131","Restaurants, Burgers, Fast Food, Food, Coffee & Tea","1","38.602031","-90.438571",NULL,"True","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","6:0-23:0"
"4M_kLVDf0vq2dKoRcfkGCA","McDonald's","1.5","FL","Dover","4650 Mcintosh Rd","33584","Restaurants, Coffee & Tea, Fast Food, Food, Burgers","1","28.020994","-82.245088",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"ZYJzr1diF0uwD4Wp7qkKxQ","McDonald's","1.5","PA","Downingtown","227 E Lincoln Hwy","19335","Coffee & Tea, Burgers, Restaurants, Food, Fast Food","1","40.0076253969","-75.7006448507",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-4:0","0:0-0:0"
"lAeoNBksQeNB5cY8mvYg9Q","McDonald's","2.5","PA","Doylestown","800 Town Ctr","18901","Food, Coffee & Tea, Restaurants, Burgers, Fast Food","0","40.2964092619","-75.1890751719",NULL,"True","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0","6:0-22:0"
"zCglWMsODFnewijW7S5KwQ","McDonald's","1.5","PA","Doylestown","561 N Main St","18901","Burgers, Restaurants, Coffee & Tea, Fast Food, Food","1","40.3226786738","-75.1300638914",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"V_L4yNgqG1zVbrvy7lgOWg","McDonald's","2.0","PA","Dresher","1650 Limekiln Pike","19025","Coffee & Tea, Fast Food, Restaurants, Burgers, Food","1","40.144132","-75.167635",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"riMs1_xoDD143yY4i1QVDQ","McDonald's","3.0","PA","Drexel Hill","5008 Township Line Rd","19026","Fast Food, Food, Burgers, Restaurants, Coffee & Tea","1","39.9559845214","-75.3210697903",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-4:0","0:0-0:0"
"RVIDySg190UzD4bipBqSOQ","McDonald's","2.5","FL","Dunedin","1645 Main St","34698","Food, Burgers, Coffee & Tea, Fast Food, Restaurants","1","28.0190241365","-82.7586579323",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"iMbqQ3nXS0V33EImLCqXMA","McDonald's","2.5","FL","Dunedin","2618 Bayshore Blvd","34698","Coffee & Tea, Fast Food, Burgers, Restaurants, Food","1","28.0504722541","-82.7802523971",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0"
"66pIa8VXmTQIHkMxMv_f0w","McDonald's","2.0","ID","Eagle","1460 W Chinden Blvd","83646","Restaurants, Burgers, Fast Food, Coffee & Tea, Salad, Food","1","43.663389609","-116.4110630751",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"GEKQqHL78Gkhy1juc7dDww","McDonald's","2.0","ID","Eagle","178 S Eagle Rd","83616","Fast Food, Burgers, Restaurants, Coffee & Tea, Food","1","43.6932941","-116.3535944",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-1:0","5:30-1:0"
"mhK2uIu7F06ypYdQ5ndmzg","McDonald's","2.0","MO","Earth City","3296 Rider Trl S","63045","Burgers, Coffee & Tea, Food, Fast Food, Restaurants","1","38.7618241811","-90.4548548616",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"d3v51cMiLdNvn0GevIQDeg","McDonald's","3.0","IL","East Alton","102 Niagara Ave","62024","Burgers, Restaurants, Coffee & Tea, Fast Food, Food","1","38.882787","-90.120658",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"TfS4WxvQaQ96ts6fprfH0Q","McDonald's","2.0","PA","East Norriton","689 W Germantown Pike","19403","Burgers, Restaurants, Food, Fast Food, Coffee & Tea","1","40.1522826284","-75.3470590545",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-0:0","6:0-0:0"
"BvpSIYibEitPN-SH14I9yg","McDonald's","2.0","PA","East Norriton","2931 Dekalb Pike","19401","Burgers, Coffee & Tea, Fast Food, Food, Restaurants","1","40.143927","-75.311555",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-0:0","6:0-0:0"
"TbG9cKTpRdALSFyAN5XWqQ","McDonald's","1.5","AB","Eaux Claires","97 Street 165 Avenue","T5Z","Fast Food, Burgers, Restaurants","1","53.6261739118","-113.4915002539",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3_kZ2pDiKJLZ9kGKKOWqdA","McDonald's","2.5","PA","Eddystone","1576 Chester Pike","19022","Restaurants, Fast Food, Burgers, Coffee & Tea, Food","1","39.8658758188","-75.3417693079",NULL,"True","5:30-4:0","5:30-4:0","5:30-4:0","5:30-4:0","5:30-4:0","5:30-4:0"
"WklNC4oBYyPqMb2ILfcV3w","McDonald's","1.5","AB","Edmonton","7419 82 Avenue NW","T6B 0G3","Food, Coffee & Tea, Restaurants, Fast Food, Burgers","1","53.5177309032","-113.4416933876",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"0JGG50I4c9iAPrk7H8dRcg","McDonald's","1.5","AB","Edmonton","3708-158 Avenue NW","T5Y 0S5","Restaurants, Burgers, Coffee & Tea, Fast Food, Food","1","53.6193692336","-113.3987929313",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"H5cH1BbNfP5YEkytAQaYrg","McDonald's","1.5","AB","Edmonton","17056 90th Ave","T5T 1L6","Restaurants, Food, Coffee & Tea, Fast Food, Burgers","1","53.5253414","-113.6174772",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"a3oQcnZHbFooAaevF1IjbQ","McDonald's","2.5","AB","Edmonton","9857 50th St","T6A 3X5","Burgers, Fast Food, Coffee & Tea, Restaurants, Food","1","53.5392956643","-113.4178210739",NULL,NULL,"8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0"
"OCuodVY_jdUINB8KADuJqg","McDonald's","1.5","AB","Edmonton","9904 22nd Avenue NW","T6N 1J6","Coffee & Tea, Food, Fast Food, Burgers, Restaurants","1","53.4531797618","-113.4865685072",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0"
"pZl68OjM4Fz0Ms0raK69Bg","McDonald's","2.0","AB","Edmonton","10520 111 Avenue NW","T5G 0B6","Coffee & Tea, Restaurants, Fast Food, Burgers, Food","1","53.5593399","-113.5022487166",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"YgZwJJDb81jcPHLjJ1mYIA","McDonald's","2.0","AB","Edmonton","11260 Groat Road","T5M 4E7","Burgers, Fast Food, Food, Coffee & Tea, Restaurants","1","53.5615311677","-113.5520360891",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"Ai8MnqWUCTT03knlsrDSOQ","McDonald's","1.5","AB","Edmonton","10305 80th Ave.","T6E 1T8","Food, Coffee & Tea, Fast Food, Burgers, Restaurants","1","53.5155195","-113.4950977",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"AoboRmPP2tFZctiav2VAdQ","McDonald's","2.0","AB","Edmonton","8132 112th Avenue NW","T5B 4W4","Restaurants, Coffee & Tea, Food, Fast Food, Burgers","1","53.5615698406","-113.4668087421",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"mJVNXkfExLzzsXvbaY-ymw","McDonald's","2.5","AB","Edmonton","16725 Stony Plain Rd.","T5P 4A9","Fast Food, Burgers, Restaurants, Food, Coffee & Tea","1","53.5408272","-113.6104159752",NULL,"True","5:0-22:0","5:0-22:0","5:0-22:0","5:0-22:0","5:0-22:0","5:0-22:0"
"IThvWu5a659nF3bk-wzgcg","McDonald's","2.0","AB","Edmonton","11007 23rd Avenue","T6J 5P4","Burgers, Fast Food, Restaurants, Food, Coffee & Tea","1","53.4534754515","-113.5135226498",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"mZhgrM010o3JkaCZO3dXRw","McDonald's","1.5","AB","Edmonton","13514 Victoria Trail N.W.","T5A 5B9","Burgers, Fast Food, Coffee & Tea, Restaurants, Food","1","53.5969915923","-113.3869621282",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"mvJazJqQvm7CO7kykpDptg","McDonald's","2.5","AB","Edmonton","6215 199th Street","T5T 2P4","Fast Food, Coffee & Tea, Food, Burgers, Restaurants","1","53.4949355039","-113.6646821691",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"GrfFulYVrfWIKmwa1dHktg","McDonald's","2.5","AB","Edmonton","15730 87th Avenue","T5R 5W9","Restaurants, Burgers, Coffee & Tea, Fast Food, Food","1","53.5197520544","-113.5947259946",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"802zLI8fqGFUVbSojvZZsw","McDonald's","2.0","AB","Edmonton","12793 50th St NW","T5A 4L8","Burgers, Restaurants, Fast Food, Food, Coffee & Tea","1","53.58696","-113.417788",NULL,NULL,"5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"8MzlreHr5tUxXM_Maqm1eg","McDonald's","2.0","AB","Edmonton","11053 Ellerslie Road","T6W 1S1","Food, Restaurants, Coffee & Tea, Burgers, Fast Food","1","53.4244562312","-113.5142858837",NULL,"True","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0"
"hoNc_KStFGoPRvDq2oI8LQ","McDonald's","3.5","AB","Edmonton","6110 Currents Dr. NW","T6W 0L7","Burgers, Restaurants, Fast Food, Food, Coffee & Tea","1","53.4388966879","-113.6005990261",NULL,"True","0:0-0:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0"
"FWA-LNGHisJXq_UP0WfSmA","McDonald's","3.0","AB","Edmonton","14003 127th Street","T6V 1A8","Fast Food, Burgers, Coffee & Tea, Restaurants, Food","1","53.6024992","-113.5403766",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"3Annr4f7u9KX2bavh2Y47g","McDonald's","1.5","AB","Edmonton","3841 34th Street NW","T6T 1K9","Fast Food, Food, Coffee & Tea, Restaurants, Burgers","1","53.474261","-113.393216",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"uVXm-khx_kNEnhKLgn8jUg","McDonald's","2.0","AB","Edmonton","10375 51st Avenue","T6H 5H4","Burgers, Restaurants, Food, Coffee & Tea, Fast Food","1","53.4875886","-113.4957373",NULL,"True","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0"
"dD8HFOlOowiEcBv5F38pew","McDonald's","1.5","AB","Edmonton","5360-23rd Avenue","T6L 6X2","Restaurants, Burgers, Fast Food, Food, Coffee & Tea","1","53.454781","-113.42407",NULL,"True","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0"
"ZznSNkRERGH8l-wSFJKsEA","McDonald's","1.5","AB","Edmonton","12350 118th Avenue","T5L 5G8","Fast Food, Burgers, Coffee & Tea, Food, Restaurants","1","53.570705","-113.5354858",NULL,"True","5:0-21:0","5:0-21:0","5:0-21:0","5:0-21:0","5:0-21:0","5:0-21:0"
"IZ8MvaGP3O6h7VnpPBhkJQ","McDonald's","2.5","AB","Edmonton","17720 100 Avenue NW","T5S 1S9","Restaurants, Fast Food, Burgers, Food, Coffee & Tea","1","53.5384869","-113.6264965212",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0","5:0-1:0"
"ayqh0cxxuLrnY55oZr0kkA","McDonald's","4.0","AB","Edmonton","8708 149 Street NW","T5R 1B6","Burgers, Restaurants, Coffee & Tea, Food, Fast Food","1","53.5198721276","-113.57906803",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"4t1VMmixGuvj6jKhWGLVWg","McDonald's","2.5","AB","Edmonton","16940 127th Street NW","T6V 1B1","Restaurants, Fast Food, Burgers, Food, Coffee & Tea","1","53.6319193","-113.5422961",NULL,"True","0:0-0:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0"
"VRwqMoWUebBzeg-dGOR9VA","McDonald's","2.5","AB","Edmonton","494 Riverbend Square","T6R 2E3","Restaurants, Burgers, Fast Food, Coffee & Tea, Food","1","53.4690762167","-113.5863546944",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"djj8qE6hQjSeyEt9T2H_dg","McDonald's","1.5","AB","Edmonton","6104 109th Street NW","T6H 1M2","Burgers, Restaurants, Coffee & Tea, Food, Fast Food","1","53.4984478","-113.5125611",NULL,NULL,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"lvL_24Vo9CLg5Cyimkpdaw","McDonald's","1.5","AB","Edmonton","1296 Webber Greens Drive NW","T5T 7C5","Coffee & Tea, Restaurants, Burgers, Fast Food, Food","1","53.5290462","-113.6883177",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"zY4ObZaMfkguE37G2gmabw","McDonald's","2.0","AB","Edmonton","6314 Currents Drive NW","T6W 0L7","Fast Food, Food, Restaurants, Burgers, Coffee & Tea","1","53.4357724773","-113.608569364",NULL,"True","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0"
"bnY1-1e0XdPz6zTrG5dacA","McDonald's","2.0","AB","Edmonton","14932 111th Avenue NW","T5M 2P7","Burgers, Restaurants, Coffee & Tea, Food, Fast Food","1","53.5592593101","-113.5786313286",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","0:0-0:0"
"2GUTsH6BHqasxtBEcXwNzQ","McDonald's","1.5","AB","Edmonton","8415 109th Street","T6G 1E3","Restaurants, Burgers, Fast Food, Coffee & Tea, Food","1","53.5207806","-113.5115356",NULL,NULL,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"1tm-CQ4-dFxY03fAScQ01A","McDonald's","2.0","AB","Edmonton","11660 104th Avenue","T5K 2T7","Restaurants, Burgers, Fast Food, Coffee & Tea, Food","0","53.546627523","-113.5228456062",NULL,NULL,"6:0-2:0","6:0-2:0","6:0-2:0","6:0-3:0","6:0-3:0","6:0-3:0"
"8iiOtnFCXPsq4mbXd-L-Qg","McDonald's","1.5","IL","Edwardsville","6091 Center Grove Rd","62025","Restaurants, Burgers, Food, Fast Food, Coffee & Tea","1","38.7877913203","-89.9804601073",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"u7WBOKDV5JAqV4RACM1dxg","McDonald's","1.5","IL","Edwardsville","1704 Troy Rd","62025","Coffee & Tea, Fast Food, Food, Restaurants, Burgers","1","38.793076","-89.950692",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"jSAOaEVCfZkcDpg-yVJ_Ow","McDonald's","3.5","PA","Exton","260 N Pottstown Pike","19341","Restaurants, Fast Food, Coffee & Tea, Food, Burgers","1","40.0336360896","-75.6328949332",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","6:0-23:0"
"uxzICSaSJuAgvWH5TOMXOQ","McDonald's","1.5","PA","Exton","106 Eagleview Blvd","19341","Fast Food, Restaurants, Food, Burgers, Coffee & Tea","1","40.0495984434","-75.6622261508",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","6:0-23:0"
"zSEqhlaHqY8sIDxznturEQ","McDonald's","1.5","PA","Fairless Hills","475 S Oxford Valley Rd","19030","Restaurants, Fast Food, Food, Burgers, Coffee & Tea","1","40.171540527","-74.8515835404",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-0:0","5:30-0:0"
"2J36fuglZCzvzfFlneRFjA","McDonald's","1.5","IL","Fairview Heights","6300 N Illinois St","62208","Food, Restaurants, Coffee & Tea, Fast Food, Burgers","1","38.5911536089","-89.9842527509",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"UVZOk4q8Sovcst4N9ZQcKQ","McDonald's","2.0","PA","Feasterville","334 E Street Rd","19053","Fast Food, Coffee & Tea, Restaurants, Food, Burgers","1","40.1460735358","-74.9934643507",NULL,"True","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","4:0-1:0"
"45RduxnVKS8kB1sU_p2mUQ","McDonald's","2.0","MO","Fenton","501 Old Smizer Mill Rd","63026","Burgers, Food, Restaurants, Coffee & Tea, Fast Food","1","38.5157117853","-90.4500807115",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"X4Z8Iq0hICOjHdc-0NT_jg","McDonald's","1.5","MO","Fenton","1867 Bowles Ave","63026","Fast Food, Coffee & Tea, Food, Restaurants, Burgers","1","38.5405439213","-90.4706720915",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"kQhmw4RexXf6rfjpiysjkA","McDonald's","2.0","MO","Fenton","100 Old Sugar Creek Rd","63026","Restaurants, Food, Fast Food, Coffee & Tea, Burgers","1","38.489721","-90.486513",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"QwwljXNHdWjb6UkIFJZTlg","McDonald's","1.5","MO","Ferguson","10873 W Florissant Ave","63136","Coffee & Tea, Burgers, Food, Restaurants, Fast Food","1","38.7680042302","-90.2808393538",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"2gTnSpYBmg_5JubGpCtSQQ","McDonald's","2.0","IN","Fishers","9611 N By Ne Blvd","46038","Coffee & Tea, Food, Burgers, Fast Food, Restaurants","1","39.9276258761","-86.0256541474",NULL,"True","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0"
"wcpL6sD6jKsBO0tbdK2KEA","McDonald's","2.0","IN","Fishers","8907 E 116th St","46038","Restaurants, Coffee & Tea, Fast Food, Burgers, Food","1","39.9575816","-86.0106627",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"wJ3zqDpuxUKFtUWIVeAukg","McDonald's","3.5","IN","Fishers","11909 Fishers Crossing Dr","46038","Coffee & Tea, Restaurants, Fast Food, Burgers, Food","1","39.9598146446","-86.0395490332",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"QSA-x2bb3kum9QLFpy7vUg","McDonald's","1.5","IN","Fishers","9290 E 131st St","46038","Restaurants, Coffee & Tea, Fast Food, Food, Burgers","1","39.9795004552","-86.0048751533",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"1lWASQ_QiT_RFPEeSvyF5w","McDonald's","1.5","MO","Florissant","6883 Parker Rd","63033","Coffee & Tea, Food, Restaurants, Fast Food, Burgers","1","38.7964128","-90.2319049",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"wskZf-c4YAmtLA1i2WBKww","McDonald's","1.5","MO","Florissant","1090 Shackleford","63031","Restaurants, Food, Fast Food, Burgers, Coffee & Tea","1","38.8125495","-90.3489128",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","0:0-0:0","0:0-0:0"
"aqubLw9IW03svL_uDXNJ8A","McDonald's","1.5","MO","Florissant","3165 N Hwy 67","63033","Food, Burgers, Fast Food, Restaurants, Coffee & Tea","1","38.8107873585","-90.2969466057",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"Mt85lqOEbMxKiokcnvI30g","McDonald's","1.5","MO","Florissant","15 Florissant Oaks Shopping Ctr","63031","Restaurants, Fast Food, Food, Coffee & Tea, Burgers","1","38.8005507986","-90.3345023096",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"kayZz9qkn24KGspavVYxfA","McDonald's","1.5","PA","Flourtown","1890 Bethleham Pike","19031","Burgers, Coffee & Tea, Fast Food, Restaurants, Food","1","40.1105890459","-75.2133093681",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0"
"jJrXxt3eQvKVoCNaCaaXcw","McDonald's","2.0","TN","Franklin","1299 Hwy 96 E","37064","Fast Food, Food, Burgers, Coffee & Tea, Restaurants","1","35.91591","-86.829198",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"NBkrB_4GW4YYhopBhMtceA","McDonald's","1.5","TN","Franklin","106 Hwy 96 W","37064","Restaurants, Coffee & Tea, Fast Food, Burgers, Food","1","35.9253362654","-86.8741253717",NULL,"True","4:0-0:0","4:0-1:0","4:0-0:0","4:0-0:0","4:0-1:0","4:0-1:0"
"S0DD7L0Cu-fzIkzHEmjzTg","McDonald's","2.0","TN","Franklin","1704 Galleria Blvd","37064","Restaurants, Fast Food, Breakfast & Brunch, Burgers, Coffee & Tea, Food","1","35.9661356737","-86.8109804633",NULL,"True","0:0-0:0","4:0-0:0","4:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"N7wYxm84QtcqTJZfGWpxzw","McDonald's","2.5","TN","Franklin","653 Frazier Dr","37067","Food, Restaurants, Fast Food, Burgers, Coffee & Tea","1","35.9453792141","-86.8237428367",NULL,"True","4:0-23:0","4:0-23:0","4:0-23:0","4:0-23:0","4:0-0:0","4:0-0:0"
"MSnWYdS0w5m9JLcr1wHO4w","McDonald's","1.0","PA","Frazer","84 Lancaster Ave","19355","Fast Food, Food, Coffee & Tea, Restaurants, Burgers","0","40.042623","-75.529481",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","6:0-23:0"
"8u30hH32rp4d3TnULZw9vQ","McDonald's","2.0","TN","Gallatin","402 W Main St","37066","Burgers, Coffee & Tea, Food, Restaurants, Fast Food","1","36.3856190759","-86.4551596984",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
